image_id,undamaged_building,slight_damage,moderate_damage,severe_damage
13922,-1,-1,-1,-1
11351,0.0,-1,97.15,-1
11808,100.0,-1,-1,67.29
13330,-1,-1,-1,-1
12523,-1,-1,-1,-1
11619,2.52,-1,40.23,-1
12096,30.4,97.55,-1,-1
11557,56.86,-1,-1,-1
11781,96.98,-1,-1,-1
11328,-1,96.18,-1,-1
13704,63.86,62.47,-1,-1
11934,-1,-1,-1,-1
14851,43.41,-1,-1,93.74
12251,74.7,66.56,-1,-1
14229,-1,-1,-1,94.86
11658,97.94,-1,-1,-1
12058,-1,93.84,-1,-1
14085,92.03,-1,-1,-1
15776,-1,-1,-1,-1
13355,-1,1.69,-1,-1
15125,-1,-1,-1,-1
11641,93.96,76.84,-1,-1
11210,-1,54.27,-1,-1
10972,-1,-1,-1,-1
11078,-1,-1,-1,-1
11568,-1,-1,-1,-1
15887,94.4,-1,92.51,-1
13560,-1,-1,-1,-1
12993,0.0,99.79,-1,-1
11367,38.16,34.01,99.11,-1
15685,96.37,-1,-1,-1
14771,97.72,-1,96.95,-1
12473,-1,99.95,-1,-1
13343,41.56,-1,0.0,89.06
16043,-1,-1,-1,-1
11486,0.0,93.84,-1,-1
11079,-1,-1,-1,-1
13896,86.13,87.02,89.91,-1
14855,37.84,83.52,-1,73.45
10802,6.05,-1,-1,-1
11917,98.6,0.0,0.0,-1
15606,-1,-1,87.65,-1
11127,0.14,96.72,-1,-1
14145,-1,82.64,39.1,-1
13635,-1,97.25,-1,-1
15826,-1,97.04,-1,-1
14918,-1,76.42,-1,-1
11052,-1,91.77,-1,0.0
11878,-1,-1,-1,-1
11193,-1,-1,-1,-1
13677,-1,-1,-1,-1
11434,86.91,0.0,-1,-1
12171,-1,92.5,-1,-1
14897,-1,-1,98.86,-1
11603,-1,-1,52.91,94.73
13039,-1,-1,-1,-1
12334,-1,-1,0.0,81.04
12540,-1,99.86,-1,79.25
13713,-1,0.7,92.66,-1
10938,-1,-1,-1,88.01
14181,95.62,-1,-1,-1
14239,-1,-1,-1,-1
13073,98.82,-1,-1,-1
13123,98.17,-1,-1,-1
11025,-1,0.0,-1,86.82
11012,79.35,93.06,97.54,-1
