image_id,undamaged_building,slight_damage,moderate_damage,severe_damage
13922,-1,-1,-1,-1
11351,0.0,-1,93.85,-1
11808,99.81,-1,-1,67.29
13330,-1,-1,-1,-1
12523,-1,-1,-1,-1
11619,0.0,-1,83.73,-1
12096,45.74,97.81,-1,-1
11557,51.71,-1,-1,-1
11781,94.71,-1,-1,-1
11328,-1,97.99,-1,-1
13704,31.03,64.61,-1,-1
11934,-1,-1,-1,-1
14851,25.39,-1,-1,90.7
12251,86.96,71.93,-1,-1
14229,-1,-1,-1,90.71
11658,99.77,-1,-1,-1
12058,-1,94.58,-1,-1
14085,95.0,-1,-1,-1
15776,-1,-1,-1,-1
13355,-1,0.0,-1,-1
15125,-1,-1,-1,-1
11641,96.63,62.8,-1,-1
11210,-1,54.02,-1,-1
10972,-1,-1,-1,-1
11078,-1,-1,-1,-1
11568,-1,-1,-1,-1
15887,94.72,-1,90.81,-1
13560,-1,-1,-1,-1
12993,0.0,99.75,-1,-1
11367,12.24,18.54,99.3,-1
15685,95.58,-1,-1,-1
14771,98.6,-1,98.32,-1
12473,-1,99.84,-1,-1
13343,73.1,-1,0.2,85.2
16043,-1,-1,-1,-1
11486,0.0,94.64,-1,-1
11079,-1,-1,-1,-1
13896,95.89,67.77,95.06,-1
14855,93.07,92.34,-1,65.17
10802,6.05,-1,-1,-1
11917,98.24,0.0,0.0,-1
15606,-1,-1,51.23,-1
11127,88.7,90.76,-1,-1
14145,-1,82.59,8.53,-1
13635,-1,95.07,-1,-1
15826,-1,87.41,-1,-1
14918,-1,14.98,-1,-1
11052,-1,92.48,-1,0.0
11878,-1,-1,-1,-1
11193,-1,-1,-1,-1
13677,-1,-1,-1,-1
11434,83.41,0.0,-1,-1
12171,-1,25.61,-1,-1
14897,-1,-1,94.21,-1
11603,-1,-1,78.35,87.64
13039,-1,-1,-1,-1
12334,-1,-1,0.0,83.69
12540,-1,99.8,-1,49.0
13713,-1,7.24,91.38,-1
10938,-1,-1,-1,80.23
14181,96.57,-1,-1,-1
14239,-1,-1,-1,-1
13073,99.52,-1,-1,-1
13123,95.41,-1,-1,-1
11025,-1,0.0,-1,82.56
11012,90.2,97.7,95.04,-1
15348,98.66,-1,-1,-1
14287,98.55,-1,-1,-1
14841,-1,-1,-1,-1
11815,-1,-1,-1,-1
13889,98.54,71.06,-1,-1
12655,-1,-1,93.0,-1
13894,95.32,73.41,67.83,-1
14520,-1,-1,-1,-1
10958,-1,5.06,-1,92.85
13457,-1,-1,-1,-1
14634,-1,-1,-1,-1
15618,-1,-1,-1,41.66
11439,-1,-1,-1,-1
12043,83.32,88.8,-1,-1
13130,96.58,95.47,-1,-1
13524,-1,99.37,-1,-1
10833,-1,-1,17.78,-1
14909,89.29,-1,86.61,-1
